周	代名也周至也遍也備也今名書義取周普
洗心劉瓛悉殄反盡也王肅韓悉禮反京荀虞董張蜀才作先石經同洗濯	直角反
藏往	如字劉作臧善也
能與	音預
不殺	馬鄭王肅干所戒反師同徐所例反陸韓如字
者夫	音符如字
齊戒	側皆反注同
以神明其徳夫	荀虞顧絶句衆皆以夫字為下句一本無夫字
闔户胡臘反闢戸	婢亦反王肅甫亦反
施生	始豉反
見乃	賢遍反
是故易有大極	大音泰注同大極无也馬云北辰也王肅云此章首獨言是故者揔衆章之意
无稱之稱	並尺證反
縣象	音𤣥
探	吐南反
賾	九家作冊
索隱	色白反
亹亹	亡偉反
莫善乎蓍龜	本亦作莫大
見吉	賢遍反
河出	如字又尺遂反下同
洛出	王肅作雒漢家以火徳王故從各隹
又以尚賢也	鄭本作有以
子曰書不盡	如字又津忍反下同
之緼	紆粉反徐於憤反王肅又於問反
之奥	烏報反
而上	時掌反
而錯	七故反注同本又作措
之賾	本亦作之至賾
而裁	音才本又作財
黙而成	本或作黙而成之
徳行	下孟反
周易繫辭下第八而重	直龍反注同
明治	直吏反
繫辭	音係卷内皆同
而命	孟作明
或否	備鄙反
而斷	丁亂反
則見	賢遍反下及注皆同
趣時	七樹反
貞勝	姚本作貞稱
乎累	劣偽反
殉吉	辭俊反後同
未離	力智反
盡㑹	津忍反下同
貞觀	官換反又音官
貞夫	音符
確然	苦角反馬韓云剛貌說文云髙至
人易	以豉反下注同
隤然	大回反馬韓云柔貌也孟作退陸董姚作妥
象比	音象
施生	始豉反
大寳	孟作保
曰人王肅卜伯王桓𤣥明僧紹作仁禁民	音金又金鴆反
包	本又作庖白交反鄭云取也孟京作伏
犧許冝反字又作羲鄭云鳥獸全具曰犧孟京作戱云伏服也戲化也氏	包犧氏大皥三皇之最先
之王于況反不究	九又反
爲罟	音古馬姚云猶网也黄本作為网罟云取獸曰网取魚曰罟
以佃	音田本亦作田
以漁	音魚本亦作魚又言庶反馬云取獸曰佃取魚曰漁
斲木	陟角反
爲耜	音似京云耒下耓也陸云廣五寸耓音勑丁反
爲耒	力對反京云耜上句木也説文云耜曲本垂所作字林同力佳反徐力猥反垂造作也本或揉木為之耒耨非
耒耨之利	奴豆反馬云鉏也孟云耘除草
爲市	世本云祝融為市宋衷云顓頊臣也說文云市時止反
噬	市制反
嗑	胡臘反
不解	佳賣反
易窮則變變則通通則久	一本作易窮則變通則久
祐之	音又本亦作佑
下治	直吏反章末同
以别	彼列反一本作辯
挎	本又作刳口孤反徐又口溝反
掞以冉反本亦作剡楫	本又作檝將輙反下同徐音集又子入反方言云楫謂之橈或謂之櫂說文云楫舟櫂也
致逺以利天下	一本無此句
諸渙	音喚
以利天下蓋取諸隨一本無以利天下一句重門	直龍反
柝	他洛反馬云兩木相繫以行夜說文作𣝔字林他各反同
暴客	白報反鄭作虣
斷木	丁緩反又徒緩反斷斷絶
爲杵	昌吕反
掘地	其月反又其勿反
爲※	求酉反
爲弧	音胡說文云木弓
剡木	以冉反字林云銳也因冉反
諸睽苦圭反又音圭則爭	爭鬬之爭下同
厚衣	於既反
喪期	並如字
无數	色具反
棺椁	上音官下音郭
而治	直吏反下同
書契	苦計反
決斷	都亂反
象也者像也	衆本並云像擬也孟京虞董姚還作象
卦竒	紀冝反注同
徳行	下孟反下同
畫竒音獲下同憧憧	本又作※昌容反
以貫	古亂反
屈也	丘勿反下同
信也	本又作伸同音申下同韋昭漢書音義云古伸字
尺蠖	紆縛反蟲名也徐又烏郭反
龍虵	本又作蛇同
之蟄	直立反
全身	本亦作存身
思慮	息吏反
而累	劣偽反
蒺	音疾
藜	音棃
死其	其亦作期
射	食亦反下注同
隼	恤允反
髙墉	音容
不括	古活反結也
結閡五代反不懲	直升反
屨	俱遇反
校	胡孝反下同
滅止	本亦作趾
弗去	羌吕反
何校	河可反又音河
其治	直吏反下同
知小	音智
尟不	本亦作鮮仙善反少也
折足	之設反
覆公	芳六反
餗	音速馬作粥
形渥	於角反
不勝	音升
而上	時掌反
未離	力智反
先見	賢遍反
介于	徐音戒衆家作介徐云王廙古黠反
斷可	丁亂反注同
復行	扶又反注復行同
造形	七報反
之分	符問反
无祇	韓音祁支反注同王廙輔嗣音支
舎凶	音捨
絪	本又作氤同音因
緼	本又作氲紆云反
化醇	音淳
易其	以豉反
不迕	五路反字亦作忤
其易之門邪	本又作門戸邪
之撰	仕勉反下章同數也廣雅云定也王肅士眷反
數也	色柱反
爻繇	直救反下同服䖍云抽也抽出吉凶也韋昭云由也吉凶所由而出也
於稽	古兮反考也
闡幽	昌善反明也
辯物	如字徐扶勉反别也
斷辭	丁亂反注同
辭文	如字一音問
而中	丁仲万注同
因貳	音二鄭云當為式
民行	下孟反注同
所蹈	徒報反
之柄	兵病反
之脩	如字鄭云治也馬作循
之辯	如字王肅卜免反
不厭	於豔反注同
後易	以豉反注同
長裕	丁丈反注同
其施	始豉反下同
巽稱	尺證反又尺升反
和行	下孟反
以逺	于万反注同
不濫	力暫反
可逺	馬王肅韓袁万反注皆同師讀如字
上下	時掌反章末同
趣舍	音捨
處昧	音妹
而揆	葵癸反度也
其方	馬云方道
能循	似倫反
以度	待洛反
以要一遥反下文要終同其要	於妙反
易知	以豉反
撰徳	鄭作算云數也
噫	於其反王肅於力反辭也馬同
亦要	一妙反絶句又一遥反則句至吉凶
則居	馬如字處也師音同鄭王肅音基辭
知者	音智
彖辭	吐貫反馬云彖辭卦辭也鄭云爻辭也周同王肅云彖舉象之要也師說通謂爻卦之辭也一云即夫子彖辭
則思	息吏反
貫之	古亂反
轉近	附近之近下章以近同
而上	時掌反
須援	于眷反
剛勝	升證反一音升
勝其	音升
閑邪	似嗟反
其當如字下當文王同紂	直又反
蒙難	乃旦反
能亨	許庚反
易者	以䜴反注同
其治	直吏反
徳行	下孟反下徳行同
易以	以豉反下注險易同
知阻	莊吕反
能說音恱注同亹亹	亡偉反鄭云汲汲也王肅云勉也
役思	息吏反
探	吐南反
射	食亦反
不厭	於豔反
以盡	津忍反下同
愛惡	烏路反注同鄭烏洛反
泯然	亡忍反
比爻	毗志反
辭枝	音支
誣善	音無
周易說卦第九幽賛	本或作讃子旦反幽深也賛明也
蓍	音尸説文云蒿屬生千歳三百莖易以為數天子九尺諸侯七尺大夫五尺士三尺毛詩草木疏云似藾蕭青色科生鴻範五行傳云蓍百年一本生百莖論衡云七十歲生一莖七百歳生十莖神靈之物故生遲也史記云生滿百莖者其下必有神龜守之其上常有雲氣覆之淮南子云上有叢蓍下有伏龜
如嚮	香兩反本又作響
參	七南反又如字音三
天	或作夫者非
而倚	於綺反馬云依也王肅其綺反云立也虞同蜀才作竒通
數	色具反
參竒	紀冝反
觀變	一本作觀變化
𤼵揮	音輝鄭云揚也王廙韓云散也
盡性	津忍反
要其	一遥反
迭用	田節反
六位而成章	本又作六畫
相薄	旁各反陸云相附薄也馬鄭顧云薄入也
相射	食亦反虞陸董姚王肅音亦云厭也
數往	色具反又色主反
而數	色主反下文同
晅況晚反京云乾也本又作暅徐古鄧反又一音香元反以說	音悦後皆同
嚮明	許亮反
而治	直吏反
妙萬物	如字王肅作眇音妙董云眇成也
橈	徐乃飽反王肅乃敎反又呼勞反
熯	王肅云呼但反火氣也徐本作暵音漢云熱暵也說文同
莫盛	是政反鄭音成云裹也
水火不相逮	音代一音大計反鄭宋陸王肅王廙無不字
悖	必内反逆也
爲豕	京作彘
爲狗	音苟
一索	色白反下同馬云數也王肅云求也
長男	丁丈反下長女長子皆同
中男	丁仲反下同
少男	詩照反下少女皆同
爲圜	音圓
瘠	在亦反下同王廙云健之甚者為多骨也京荀作柴云多筋幹
駁	邦角反
爲釡	房甫反
爲吝	京作遴
嗇	音色
爲柄	彼病反
爲龍	如字虞干作駹虞云倉色干云雜色
爲旉	王肅音孚干云花之通名鋪為花貌謂之※本又作専如字虞同姚云專一也鄭市戀反
蒼筤	音郎或作琅通
萑	音丸廣雅云藡也藡音狄
葦	韋鬼反蘆
馵主樹反京作朱荀同陽在下的	丁厯反說文作馰
顙	桑黨反的顙白頭
反生	麻豆之屬反生戴莩甲而出也虞作阪云陵坂也陸云阪當為反
蕃	音煩
鮮	息連反
爲臭	昌又反王肅作為香臭
寡髮	如字本又作宣黒白雜爲宣髪
爲廣	如字鄭作黄
爲近	附近之近
三倍	歩罪反
其究	九又反
矯	紀表反一本作撟同
輮	如九反王肅奴又反又女九反又如又反馬鄭陸王肅本作此宋衷王廙作揉宋云使曲者直直者曲爲揉京作柔荀作橈
弓輪	姚作倫
美脊	精亦反
爲亟	紀力反王肅去記反荀作極云中也
爲薄	旁博反
啼	徒低反
爲曳	以制反
眚	生領反王廙云病也
甲胄	直又反
乾卦	古丹反鄭云乾當爲幹陽在外能幹正也董作幹
鱉	卑列反本又作鼈同
蟹	户買反
蠃	力禾反京作螺姚作蠡
蚌	歩項反本又作蜯同
科	苦禾反空也虞作折
槁	苦老反鄭作槀干作熇
爲徑	古定反
果蓏	力火反馬云果桃李之屬蓏𤓰瓠之屬應劭云木實曰果草實曰蓏說文云在木曰果在地曰蓏張晏云有核曰累無核曰蓏京本作果墮之字
閽	音昬
寺	如字徐音侍亦作䦙字
黔	其亷反徐音禽王肅其嚴反鄭作黚謂虎豹之屬貪冒之類
喙	況廢反徐丁遘反
爲堅多節	一本無堅字
爲巫	亡符反
附決	如字徐音宂
剛鹵	力杜反鹹土也
爲羊	虞作羔此六子依求索而為次第也本亦有以三男居前三女後從乾健也章至此韓無注或有注者非也荀爽九家集解本乾後更有四爲龍為直爲衣為言巛後有八爲牝爲迷爲方爲囊為裳爲黄爲帛爲漿震後有三爲王爲鵠爲鼓巽後有二爲楊爲鸛坎後有八爲宫爲律爲可爲棟爲叢棘爲狐爲蒺蔾為桎梏離後有一爲牝牛艮後有三爲鼻爲虎爲狐兊後有二爲常爲輔頰注云常西方神也不同故記之於此
周易序卦第十之稺	直吏反本或作稚
爭興	爭鬭之爭下同
所比	毗志反下注同
所畜	敕六反本亦作蓄下及雜卦同
以否	備鄙反下同
以觀	官喚反
亨則	許庚反鄭許兩反徐音向同
實喪	息浪反
所錯	七各反注同徐七路反
之緼	紆粉反本又作藴
逺小人	袁万反
有難	乃旦反下同
以解	音蟹下同
決邪	似嗟反
而上	時掌反
去故	起吕反下同
以和	胡卧反又如字
齊	才細反又如字
若長	丁丈反
說	音恱下及注同
行過	下孟反
周易雜卦	韓云雜糅衆卦也孟云雜亂也
第十一雜糅	如字反
比	毗志反下同
樂	音洛注同
臨觀	古亂反
屯見	賢遍反注及下皆同鄭如字
經綸	本又作論音倫又力門反
上升	時掌反下文離上并注同
豫怠	如字姚同京作治虞作怡
則飭	音敇注同整治也鄭本王肅作餙
剥爛	老旦反
晝也	竹又反
誅也荀云誅滅也陸韓云傷也解	音蟹
難也	乃旦反
衆	荀作終
去故	起吕反
豐多故衆家以此絶句親寡旅也	荀本豐多故親絶句寡旅也别爲句
道長	丁丈反
周易畧例	此是輔嗣所作既釋經文故相承講之今亦隨世音焉或有題爲第十者後人輒加之耳
眀彖動不能制動	一本作天地不能制動
貞夫	音符後皆同
琁	悉全反又作旋
璣	音機本又作機或作幾
輻	音福
湊	干豆反
則思	息吏反
可逺	于万反于万反
能渝	羊朱反
至賾	仕責反
能與	音預
觀彖以斯	一本作以彖觀之
明爻通變好靜	呼報反
度量	音亮
朝	直遥反
廷	音定
必比	毗志反
隆墀	本又作坻直其反坻螘冢
逺壑	火各反
而濟	一本作而載
能說	音悦
善邇善又作繕愛惡	烏路反次章同
語成而後有格	舊本如此一本格作括
能與	音豫
明卦適變通爻	本又作明卦通變適爻又一本直云適變通爻
否泰	備鄙反
險易	以豉反章内同
於斷	丁亂反
要其	一遥反
辟險	音避本亦作避後章同
比復毗志反好先	呼報反
侮妻	亡甫反
故當	如字
其介	音界本又作分符問反
明象觀意	本亦作見意
猶蹄	音啼
在兔	他故反字又作菟
筌者	七全反筌蹄事見莊子
重畫	直龍反下胡麥反下同
應健	音鷹
滋漫	末半反
縱復	扶又反
辯位繫辭	戸計反下同
位分	扶問反下同
去初	羌吕反
無六爻	無亦作損
畧例下	舊本如此本或無下字
率	音類又音律又所律反
相比	毗志反
險易	以豉反
之行	下孟反
去六	羌吕反
見咥	直結反
所怨	紆万反又紆元反
卦畧	凡十一卦
屯難	乃旦反遯明夷卦同
所馮	皮氷反本亦作憑
蒙隂昧	音妹
不諮	本亦作資
四逺	袁万反觀明夷卦同
初比	毗志反
履不處	謂陽爻不處其位爲美
履者禮也今雜卦無此句韓注有或傳寫者誤臨剛長	丁丈反遯卦同
觀	古亂反
以所見	一本所作知
以近	附近之近明夷卦同
大過棟橈	乃孝反
拯弱	拯救之拯
同好	呼報反
所贍	常豔反
褊矣	必淺反
遯浸	子鴆反
長	張丈反
難在	乃旦反
亨在許庚反大壯觸	昌録反
蕃	扶袁反
明夷最逺	于万反
最近	附近之近
而難	乃旦反
能溺	寧厯反
睽最見	賢遍反豐卦同
洽乃	咸夾反本又作合
豐惡闇	烏路反
之沛	歩貝反又普貝反
之蔀	歩口反
明昧	音妹本亦作妹又作沬皆末貝反下文同
無與	如字又音預
折其	之舌反
